url,site_category,tag_name,attributes,inner_text,is_visible,bounding_box,selector,aria_role,aria_label,classes,id,is_clickable,has_hover,text_length,child_elements,parent_tag
https://css-tricks.com/,content,p,{},"I’m more thankful this time around because, last year, I didn’t even get to write this post. But now that I’m back, writing this feels so, so, so good. There’s a lot more gusto going into my writing when I say: thank you so very much! Let’s tie a bow on this year and round up what happened around here in 2024.",True,"{'x': 679.8153076171875, 'y': 305.1988525390625, 'width': 487.82666015625, 'height': 195.85226440429688}",article#post-383295 > div:nth-of-type(2) > div > p,,,,,True,False,311,0,div
https://css-tricks.com/,content,p,{},"2024 has been one of the greatest years for CSS: cross-document view transitions, scroll-driven animations, anchor positioning, animate to height: […]",True,"{'x': 399.84375, 'y': 1243.60791015625, 'width': 443.7926025390625, 'height': 81.5625}",article#post-383249 > div:nth-of-type(2) > div > p,,,,,True,False,150,0,div
https://css-tricks.com/,content,p,{},"Today, I want to focus on what I’ll call the little triangle in the tooltip. It receives minimal attention but it amazes you by how many ways there are to make them. Let’s start with the simplest and make our way up to the not-so-simple.",True,"{'x': 399.84375, 'y': 1606.6051025390625, 'width': 443.7926025390625, 'height': 108.75}",article#post-383224 > div:nth-of-type(2) > div > p,,,,,True,False,237,0,div
https://css-tricks.com/,content,p,{},"When was the last time you developed a multi-step form? There’s so much to think about and so many moving pieces that need to be managed. But doing it by hand can be a good exercise and a great way to polish the basics. Fatuma Abdullaho walks you through her first multi-step form using vanilla HTML, CSS, and JavaScript.",True,"{'x': 399.84375, 'y': 2038.5794677734375, 'width': 443.7926025390625, 'height': 163.1248779296875}",article#post-382857 > div:nth-of-type(2) > div > p,,,,,True,False,321,0,div
https://css-tricks.com/,content,p,{},"What else do we want or need CSS to do? Chris kept a CSS wishlist, going back as far as 2013 and following back up on it in 2019. We all have things we’d like to see CSS do and we always will no matter how many sparkly new features we get. We’ll round things up and put a list together — so let us know!",True,"{'x': 399.84375, 'y': 2470.66748046875, 'width': 443.7926025390625, 'height': 135.9375}",article#post-383250 > div:nth-of-type(2) > div > p,,,,,True,False,303,0,div
https://css-tricks.com/,content,p,{},How much attention do you pay to the alignments of your subscripts and superscripts? Lorenz Wöehr has you covered with a recipe for fluid scaling.,True,"{'x': 399.84375, 'y': 2875.568115234375, 'width': 443.7926025390625, 'height': 81.5625}",article#post-382867 > div:nth-of-type(2) > div > p,,,,,True,False,146,0,div
https://css-tricks.com/,content,p,{},"One day I’d love to publish a note in one of the CSS specs that’s like this one I found for interpolate-size: NOTE: If we had a time machine, this property wouldn’t need to exist.",True,"{'x': 931.6334838867188, 'y': 1118.9488525390625, 'width': 268.01141357421875, 'height': 142.82666015625}",main#maincontent > div:nth-of-type(2) > div:nth-of-type(2) > div:nth-of-type(2) > article > div > p,,,,,True,False,179,2,div
https://css-tricks.com/,content,p,{},"The CSSWG just approved the new CSS logo! — “WG likes the logo and would like to officially endorse it, will investigate what that means” (Github Issue and CSSWG Minutes)",True,"{'x': 931.6334838867188, 'y': 1349.8294677734375, 'width': 268.01141357421875, 'height': 142.8267822265625}",main#maincontent > div:nth-of-type(2) > div:nth-of-type(2) > div:nth-of-type(2) > article:nth-of-type(2) > div > p,,,,,True,False,170,2,div
https://css-tricks.com/,content,p,{},A big THANK YOU to Lea Verou for all the years of work in the Technical Architecture Group! The Web is better (and so are we) because of you.,True,"{'x': 931.6334838867188, 'y': 1580.710205078125, 'width': 268.01141357421875, 'height': 114.2613525390625}",main#maincontent > div:nth-of-type(2) > div:nth-of-type(2) > div:nth-of-type(2) > article:nth-of-type(3) > div > p,,,,,True,False,141,1,div
https://css-tricks.com/,content,p,{},,False,,main#maincontent > div:nth-of-type(2) > div:nth-of-type(2) > div:nth-of-type(2) > article:nth-of-type(3) > div > p:nth-of-type(2),,,,,False,False,0,0,div
