url,site_category,tag_name,attributes,inner_text,is_visible,bounding_box,selector,aria_role,aria_label,classes,id,is_clickable,has_hover,text_length,child_elements,parent_tag
https://tailwindcss.com/docs/installation,navigation,nav,{'class': 'text-sm leading-6 font-semibold text-slate-700 dark:text-slate-200'},"Docs
Components
Blog
Showcase",True,"{'x': 797.1022338867188, 'y': 17.982954025268555, 'width': 317.67047119140625, 'height': 24.00568199157715}",div#__next > div:nth-of-type(2) > div > div > div > div:nth-of-type(2) > nav,,,text-sm leading-6 font-semibold text-slate-700 dark:text-slate-200,,True,False,29,1,div
https://tailwindcss.com/docs/installation,navigation,nav,"{'id': 'nav', 'class': 'lg:text-sm lg:leading-6 relative pb-20'}","Quick search...
Ctrl K
Documentation
Components
Templates
Screencasts
Playground
Resources
Community
Getting Started
Installation
Editor Setup
Using with Preprocessors
Optimizing for Production
Browser Support
Upgrade Guide
Core Concepts
Utility-First Fundamentals
Hover, Focus, and Other States
Responsive Design
Dark Mode
Reusing Styles
Adding Custom Styles
Functions & Directives
Customization
Configuration
Content
Theme
Screens
Colors
Spacing
Plugins
Presets
Base Styles
Preflight
Layout
Aspect Ratio
Container
Columns
Break After
Break Before
Break Inside
Box Decoration Break
Box Sizing
Display
Floats
Clear
Isolation
Object Fit
Object Position
Overflow
Overscroll Behavior
Position
Top / Right / Bottom / Left
Visibility
Z-Index
Flexbox & Grid
Flex Basis
Flex Direction
Flex Wrap
Flex
Flex Grow
Flex Shrink
Order
Grid Template Columns
Grid Column Start / End
Grid Template Rows
Grid Row Start / End
Grid Auto Flow
Grid Auto Columns
Grid Auto Rows
Gap
Justify Content
Justify Items
Justify Self
Align Content
Align Items
Align Self
Place Content
Place Items
Place Self
Spacing
Padding
Margin
Space Between
Sizing
Width
Min-Width
Max-Width
Height
Min-Height
Max-Height
Size
Typography
Font Family
Font Size
Font Smoothing
Font Style
Font Weight
Font Variant Numeric
Letter Spacing
Line Clamp
Line Height
List Style Image
List Style Position
List Style Type
Text Align
Text Color
Text Decoration
Text Decoration Color
Text Decoration Style
Text Decoration Thickness
Text Underline Offset
Text Transform
Text Overflow
Text Wrap
Text Indent
Vertical Align
Whitespace
Word Break
Hyphens
Content
Backgrounds
Background Attachment
Background Clip
Background Color
Background Origin
Background Position
Background Repeat
Background Size
Background Image
Gradient Color Stops
Borders
Border Radius
Border Width
Border Color
Border Style
Divide Width
Divide Color
Divide Style
Outline Width
Outline Color
Outline Style
Outline Offset
Ring Width
Ring Color
Ring Offset Width
Ring Offset Color
Effects
Box Shadow
Box Shadow Color
Opacity
Mix Blend Mode
Background Blend Mode
Filters
Blur
Brightness
Contrast
Drop Shadow
Grayscale
Hue Rotate
Invert
Saturate
Sepia
Backdrop Blur
Backdrop Brightness
Backdrop Contrast
Backdrop Grayscale
Backdrop Hue Rotate
Backdrop Invert
Backdrop Opacity
Backdrop Saturate
Backdrop Sepia
Tables
Border Collapse
Border Spacing
Table Layout
Caption Side
Transitions & Animation
Transition Property
Transition Duration
Transition Timing Function
Transition Delay
Animation
Transforms
Scale
Rotate
Translate
Skew
Transform Origin
Interactivity
Accent Color
Appearance
Cursor
Caret Color
Pointer Events
Resize
Scroll Behavior
Scroll Margin
Scroll Padding
Scroll Snap Align
Scroll Snap Stop
Scroll Snap Type
Touch Action
User Select
Will Change
SVG
Fill
Stroke
Stroke Width
Accessibility
Screen Readers
Forced Color Adjust
Official Plugins
Typography
Forms
Aspect Ratio
Container Queries",True,"{'x': 31.988636016845703, 'y': 60.99431610107422, 'width': 231.6477165222168, 'height': 7700.241035461426}",nav#nav,,,lg:text-sm lg:leading-6 relative pb-20,nav,True,False,2908,2,div
https://tailwindcss.com/docs/installation,interactive,button,"{'class': 'text-xs leading-5 font-semibold bg-slate-400/10 rounded-full py-1 px-3 flex items-center space-x-2 hover:bg-slate-400/20 dark:highlight-white/5', 'id': 'headlessui-menu-button-:r1:', 'type': 'button', 'aria-haspopup': 'menu', 'aria-expanded': 'false', 'data-headlessui-state': ''}",v3.4.17,True,"{'x': 203.97726440429688, 'y': 15.994318008422852, 'width': 78.5511474609375, 'height': 27.982954025268555}",button#headlessui-menu-button-:r1:,,,text-xs leading-5 font-semibold bg-slate-400/10 rounded-full py-1 px-3 flex items-center space-x-2 hover:bg-slate-400/20 dark:highlight-white/5,headlessui-menu-button-:r1:,True,False,7,1,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'id': 'headlessui-listbox-button-:r5:', 'aria-haspopup': 'listbox', 'aria-expanded': 'false', 'data-headlessui-state': '', 'aria-labelledby': 'headlessui-label-:r4: headlessui-listbox-button-:r5:'}",,True,"{'x': 1163.6646728515625, 'y': 17.982954025268555, 'width': 23.9915771484375, 'height': 23.99147605895996}",button#headlessui-listbox-button-:r5:,,,,headlessui-listbox-button-:r5:,True,False,0,2,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'class': 'ml-auto text-slate-500 w-8 h-8 -my-1 flex items-center justify-center hover:text-slate-600 lg:hidden dark:text-slate-400 dark:hover:text-slate-300'}",Search,False,,div#__next > div:nth-of-type(2) > div > div > div > button,,,ml-auto text-slate-500 w-8 h-8 -my-1 flex items-center justify-center hover:text-slate-600 lg:hidden dark:text-slate-400 dark:hover:text-slate-300,,False,False,6,2,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'class': 'text-slate-500 w-8 h-8 flex items-center justify-center hover:text-slate-600 dark:text-slate-400 dark:hover:text-slate-300'}",Navigation,False,,div#__next > div:nth-of-type(2) > div > div > div > div:nth-of-type(3) > button,,,text-slate-500 w-8 h-8 flex items-center justify-center hover:text-slate-600 dark:text-slate-400 dark:hover:text-slate-300,,False,False,10,2,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'class': 'text-slate-500 hover:text-slate-600 dark:text-slate-400 dark:hover:text-slate-300'}",Navigation,False,,div#__next > div:nth-of-type(2) > div > div:nth-of-type(2) > button,,,text-slate-500 hover:text-slate-600 dark:text-slate-400 dark:hover:text-slate-300,,False,False,10,2,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'class': 'hidden w-full lg:flex items-center text-sm leading-6 text-slate-400 rounded-md ring-1 ring-slate-900/10 shadow-sm py-1.5 pl-2 pr-3 hover:ring-slate-300 dark:bg-slate-800 dark:highlight-white/5 dark:hover:bg-slate-700'}","Quick search...
Ctrl K",True,"{'x': 29.999998092651367, 'y': 100.99431610107422, 'width': 233.63635444641113, 'height': 35.99431610107422}",nav#nav > div > div:nth-of-type(2) > button,,,hidden w-full lg:flex items-center text-sm leading-6 text-slate-400 rounded-md ring-1 ring-slate-900/10 shadow-sm py-1.5 pl-2 pr-3 hover:ring-slate-300 dark:bg-slate-800 dark:highlight-white/5 dark:hover:bg-slate-700,,True,False,22,2,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'class': 'text-slate-500 hover:text-slate-400'}",,True,"{'x': 1191.661865234375, 'y': 605.4971313476562, 'width': 31.9886474609375, 'height': 31.9886474609375}",div#__next > div:nth-of-type(3) > div > div:nth-of-type(2) > main > section > ol > li > div:nth-of-type(2) > div > div:nth-of-type(3) > div > button,,,text-slate-500 hover:text-slate-400,,True,False,0,1,div
https://tailwindcss.com/docs/installation,interactive,button,"{'type': 'button', 'class': 'text-slate-500 hover:text-slate-400'}",,True,"{'x': 1191.661865234375, 'y': 775.2982788085938, 'width': 31.9886474609375, 'height': 31.9886474609375}",div#__next > div:nth-of-type(3) > div > div:nth-of-type(2) > main > section > ol > li:nth-of-type(2) > div:nth-of-type(2) > div > div:nth-of-type(3) > div > button,,,text-slate-500 hover:text-slate-400,,True,False,0,1,div
