url,site_category,tag_name,attributes,inner_text,is_visible,bounding_box,selector,aria_role,aria_label,classes,id,is_clickable,has_hover,text_length,child_elements,parent_tag
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"This page lists all the HTML elements, which are created using tags.",True,"{'x': 319.8863525390625, 'y': -5739.5595703125, 'width': 639.7584838867188, 'height': 27.98291015625}",main#content > article > div > p,,,,,True,False,68,3,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},They are grouped by function to help you find what you have in mind easily. An alphabetical list of all elements is provided in the sidebar on every element's page as well as this one.,True,"{'x': 319.8863525390625, 'y': -5510.4970703125, 'width': 639.7584838867188, 'height': 83.94873046875}",main#content > article > div > p:nth-of-type(2),,,,,True,False,184,0,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"Note: For more information about the basics of HTML elements and attributes, see Anatomy of an HTML element.",True,"{'x': 369.7016906738281, 'y': -4981.29248046875, 'width': 573.9488220214844, 'height': 55.9658203125}",main#content > article > div > div > p,,,,,True,False,108,2,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"Metadata contains information about the page. This includes information about styles, scripts and data to help software (search engines, browsers, etc.) use and render the page. Metadata for styles and scripts may be defined in the page or linked to another file that has the information.",True,"{'x': 319.8863525390625, 'y': -3770.894775390625, 'width': 639.7584838867188, 'height': 111.931884765625}",main#content > article > section:nth-of-type(2) > div > p,,,,,True,False,288,2,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"Content sectioning elements allow you to organize the document content into logical pieces. Use the sectioning elements to create a broad outline for your page content, including header and footer navigation, and heading elements to identify sections of content.",True,"{'x': 319.8863525390625, 'y': -1815.0567626953125, 'width': 639.7584838867188, 'height': 111.9317626953125}",main#content > article > section:nth-of-type(4) > div > p,,,,,True,False,262,0,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"Use HTML text content elements to organize blocks or sections of content placed between the opening <body> and closing </body> tags. Important for accessibility and SEO, these elements identify the purpose or structure of that content.",True,"{'x': 319.8863525390625, 'y': 685.9375, 'width': 639.7584838867188, 'height': 83.9488525390625}",main#content > article > section:nth-of-type(5) > div > p,,,,,True,False,235,4,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"Use the HTML inline text semantic to define the meaning, structure, or style of a word, line, or any arbitrary piece of text.",True,"{'x': 319.8863525390625, 'y': 3813.03955078125, 'width': 639.7584838867188, 'height': 55.966064453125}",main#content > article > section:nth-of-type(6) > div > p,,,,,True,False,125,0,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"HTML supports various multimedia resources such as images, audio, and video.",True,"{'x': 319.8863525390625, 'y': 8232.443359375, 'width': 639.7584838867188, 'height': 27.982421875}",main#content > article > section:nth-of-type(7) > div > p,,,,,True,False,76,0,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"In addition to regular multimedia content, HTML can include a variety of other content, even if it's not always easy to interact with.",True,"{'x': 319.8863525390625, 'y': 9608.23828125, 'width': 639.7584838867188, 'height': 55.9658203125}",main#content > article > section:nth-of-type(8) > div > p,,,,,True,False,134,0,div
https://developer.mozilla.org/en-US/docs/Web/HTML/Element,content,p,{},"You can embed SVG and MathML content directly into HTML documents, using the <svg> and <math> elements.",True,"{'x': 319.8863525390625, 'y': 10779.744140625, 'width': 639.7584838867188, 'height': 55.9658203125}",main#content > article > section:nth-of-type(9) > div > p,,,,,True,False,103,4,div
