url,site_category,tag_name,attributes,inner_text,is_visible,bounding_box,selector,aria_role,aria_label,classes,id,is_clickable,has_hover,text_length,child_elements,parent_tag
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress is a next generation front end testing tool built for the modern web. We address the key pain points teams face when testing modern applications and maintaining test suites.,True,"{'x': 325.9942932128906, 'y': 533.4658813476562, 'width': 670.7386169433594, 'height': 47.98297119140625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p,,,,,True,False,181,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Our users are typically developers, QA engineers, and teams looking to build web applications and increase the quality of their existing applications.",True,"{'x': 325.9942932128906, 'y': 597.4431762695312, 'width': 670.7386169433594, 'height': 47.98291015625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(2),,,,,True,False,150,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress provides solutions for:,True,"{'x': 325.9942932128906, 'y': 661.42041015625, 'width': 670.7386169433594, 'height': 23.99151611328125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(3),,,,,True,False,31,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress can test anything that runs in a browser and surface insights into how to improve the health of your test suite and the quality of your application.,True,"{'x': 325.9942932128906, 'y': 857.3295288085938, 'width': 670.7386169433594, 'height': 47.98291015625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(4),,,,,True,False,156,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress is a robust solution that can improve the quality of your application.,True,"{'x': 325.9942932128906, 'y': 1221.2073974609375, 'width': 670.7386169433594, 'height': 23.991455078125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(5),,,,,True,False,78,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Below are listed some of the key features of each product.,True,"{'x': 325.9942932128906, 'y': 1529.1051025390625, 'width': 670.7386169433594, 'height': 23.991455078125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(6),,,,,True,False,58,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress can be used to ensure several different types of test. This can provide even more confidence that your application under test is working as intended and accessible to all users.,True,"{'x': 325.9942932128906, 'y': 3076.5908203125, 'width': 670.7386169433594, 'height': 71.974365234375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(7),,,,,True,False,185,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress was originally designed to run end-to-end (E2E) tests on anything that runs in a browser. A typical E2E test visits the application in a browser and performs actions via the UI just like a real user would.,True,"{'x': 325.9942932128906, 'y': 3228.565185546875, 'width': 670.7386169433594, 'height': 71.974365234375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(8),,,,,True,False,213,1,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Cypress Component Testing provides a component workbench for you to quickly build and test components from multiple front-end UI libraries — no matter how simple or complex.,True,"{'x': 325.9942932128906, 'y': 3572.556640625, 'width': 670.7386169433594, 'height': 47.98291015625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(9),,,,,True,False,173,1,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Learn more about how to test components for React, Angular, Vue, and Svelte.",True,"{'x': 325.9942932128906, 'y': 3636.533935546875, 'width': 670.7386169433594, 'height': 23.991455078125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(10),,,,,True,False,76,4,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"You can write Cypress tests to check the accessibility of your application, and use plugins to run broad accessibility scans. When combined with Cypress Accessibility in Cypress Cloud, insights can be surfaced when specific accessibility standards are not met through your testing - with no configuration required. See our Accessibility Testing guide for more details.",True,"{'x': 325.9942932128906, 'y': 4008.45166015625, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(11),,,,,True,False,368,2,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"You can increase release confidence by closing testing gaps in critical app flows using UI Coverage. Leverage data-driven insights to cover untested areas, reduce incidents, and improve app quality.",True,"{'x': 325.9942932128906, 'y': 4675.38330078125, 'width': 670.7386169433594, 'height': 71.974609375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(12),,,,,True,False,198,1,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Cypress can perform arbitrary HTTP calls, thus you can use it for API testing.",True,"{'x': 325.9942932128906, 'y': 5263.60791015625, 'width': 670.7386169433594, 'height': 23.9912109375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(13),,,,,True,False,78,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},And through a large number of official and 3rd party plugins you can write many other types of tests!,True,"{'x': 325.9942932128906, 'y': 5475.61083984375, 'width': 670.7386169433594, 'height': 47.98291015625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(14),,,,,True,False,101,1,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Our mission is to build a thriving testing solution that enhances productivity, makes testing an enjoyable experience, and generates developer happiness. We hold ourselves accountable to champion a testing process that actually works.",True,"{'x': 325.9942932128906, 'y': 5615.58203125, 'width': 670.7386169433594, 'height': 71.974609375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(15),,,,,True,False,234,1,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},We believe our documentation should be approachable. This means enabling our readers to understand fully not just the what but the why as well.,True,"{'x': 325.9942932128906, 'y': 5703.55078125, 'width': 670.7386169433594, 'height': 47.98291015625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(16),,,,,True,False,143,2,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"We want to help developers build a new generation of modern applications faster, better, and without the stress and anxiety associated with managing tests. We aim to elevate the art of software development by leveraging test results to generate actionable insights for long-term stability by proactively identifying areas for improvement.",True,"{'x': 325.9942932128906, 'y': 5767.5283203125, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(17),,,,,True,False,338,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"We know that in order for us to be successful we must enable, nurture, and foster an ecosystem that thrives on open source. Every line of test code is an investment in your codebase, it will never be coupled to us as a paid service or company. Tests will be able to run and work independently, always.",True,"{'x': 325.9942932128906, 'y': 5879.48828125, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(18),,,,,True,False,301,2,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"We believe testing needs a lot of ❤️ and we are here to build a tool, a service, and a community that everyone can learn and benefit from. We're solving the hardest pain points shared by every developer working on the web. We believe in this mission and hope that you will join us to make Cypress a lasting ecosystem that makes everyone happy.",True,"{'x': 325.9942932128906, 'y': 5991.44873046875, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(19),,,,,True,False,343,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Most testing tools (like Selenium) operate by running outside of the browser and executing remote commands across the network. Cypress is the exact opposite. Cypress is executed in the same run loop as your application.,True,"{'x': 325.9942932128906, 'y': 6251.40625, 'width': 670.7386169433594, 'height': 71.97412109375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(20),,,,,True,False,219,1,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Behind Cypress is a Node server process. Cypress and the Node process constantly communicate, synchronize, and perform tasks on behalf of each other. Having access to both parts (front and back) gives us the ability to respond to your application's events in real time, while at the same time work outside of the browser for tasks that require a higher privilege.",True,"{'x': 325.9942932128906, 'y': 6339.375, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(21),,,,,True,False,363,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Cypress ultimately controls the entire automation process from top to bottom, which puts it in the unique position of being able to understand everything happening in and outside of the browser. This means Cypress is capable of delivering more consistent results than any other testing tool.",True,"{'x': 325.9942932128906, 'y': 6451.3349609375, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(22),,,,,True,False,291,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Because Cypress is installed locally on your machine, it can additionally tap into the operating system for automation tasks. This makes performing tasks such as taking screenshots, recording videos, general file system operations and network operations possible.",True,"{'x': 325.9942932128906, 'y': 6563.29541015625, 'width': 670.7386169433594, 'height': 95.9658203125}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(23),,,,,True,False,263,4,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Because Cypress operates within your application, that means it has native access to every single object. Whether it is the window, the document, a DOM element, your application instance, a function, a timer, a service worker, or anything else - you have access to it in your Cypress tests.",True,"{'x': 325.9942932128906, 'y': 6739.26123046875, 'width': 670.7386169433594, 'height': 98.13916015625}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(24),,,,,True,False,290,2,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},For instance you can:,True,"{'x': 325.9942932128906, 'y': 6853.39453125, 'width': 670.7386169433594, 'height': 23.99169921875}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(25),,,,,True,False,21,0,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Cypress allows for browser context to be cached with cy.session(). This means as a user, you only need to perform authentication once for the entirety of your test suite, and restore the saved session between each test. That means you do not have to visit a login page, type in a username and password and wait for the page to load and/or redirect for every test you run. You can accomplish this once with cy.session() and if needed, cy.origin().",True,"{'x': 325.9942932128906, 'y': 7589.0908203125, 'width': 670.7386169433594, 'height': 124.3037109375}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(26),,,,,True,False,446,3,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},"Cypress knows and understands everything that happens in your application synchronously. It is notified the moment the page loads and the moment the page unloads. Cypress even knows how fast an element is animating and will wait for it to stop animating. Additionally, it automatically waits for elements to become visible, to become enabled, and to stop being covered. When pages begin to transition, Cypress will pause command execution until the following page is fully loaded. You can also tell Cypress to wait on specific network requests to finish.",True,"{'x': 325.9942932128906, 'y': 7793.39453125, 'width': 670.7386169433594, 'height': 167.9404296875}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(27),,,,,True,False,554,5,div
https://docs.cypress.io/app/get-started/why-cypress,content,p,{},Above all else Cypress is built for usability.,True,"{'x': 325.9942932128906, 'y': 8041.3349609375, 'width': 670.7386169433594, 'height': 23.99169921875}",div#__docusaurus_skipToContent_fallback > div > div:nth-of-type(2) > main > div > div > div > div > article > div:nth-of-type(2) > p:nth-of-type(28),,,,,True,False,46,0,div
